year,weight,gender,race1r,hispanic,ethnic1r,ager,marital2
2015,2535.7517199999998,1,1,1,4,8,2
2015,3819.51043,2,1,1,4,1,1
2015,1424.0679,2,1,2,1,6,2
2015,2609.0567300000002,1,1,2,1,5,4
2015,2761.84222,2,1,2,1,1,1
2015,1592.40754,2,1,2,1,6,5
2015,2811.88383,2,1,2,1,4,1
2015,491.07234000000005,1,1,2,1,3,1
2015,994.25188,1,1,2,1,6,1
2015,3011.08288,2,1,1,4,6,2
2015,17980.58544,2,2,2,2,7,1
2015,8200.27541,1,2,2,2,1,1
2015,8200.27541,1,2,2,2,1,1
2015,8200.27541,1,2,2,2,1,1
2015,7395.45951,2,2,2,2,2,1
2015,3321.9208399999998,2,1,2,1,5,2
2015,3128.26578,1,1,2,1,7,4
2015,4351.5029700000005,1,1,2,1,5,2
2015,4351.5029700000005,1,1,2,1,5,2
2015,4351.5029700000005,1,1,2,1,5,2
2015,3520.1490299999996,1,1,2,1,6,5
2015,3520.1490299999996,1,1,2,1,6,5
2015,3520.1490299999996,1,1,2,1,6,5
2015,3520.1490299999996,1,1,2,1,6,5
2015,3520.1490299999996,1,1,2,1,6,5
2015,4762.96073,1,1,2,1,1,1
2015,3781.13,2,1,2,1,4,1
2015,3803.19749,2,3,2,3,6,2
2015,3803.19749,2,3,2,3,6,2
2015,3803.19749,2,3,2,3,6,2
2015,3803.19749,2,3,2,3,6,2
2015,3803.19749,2,3,2,3,6,2
2015,1374.70729,2,1,2,1,7,3
2015,2477.79777,2,1,1,4,6,2
2015,19866.25158,2,1,2,1,7,2
2015,4064.79946,2,1,2,1,4,1
2015,1919.4900100000002,2,1,2,1,2,1
2015,3351.97424,1,1,2,1,4,1
2015,2901.77355,1,1,2,1,6,4
2015,4781.9416200000005,1,1,2,1,4,1
2015,2414.88024,1,1,2,1,7,2
2015,2414.88024,1,1,2,1,7,2
2015,2682.61845,2,1,2,1,8,4
2015,2184.58201,1,2,2,2,6,4
2015,2967.37325,1,1,2,1,8,2
2015,1453.5474800000002,2,3,2,3,6,2
2015,324.97747000000004,1,2,2,2,7,1
2015,1880.85551,1,1,2,1,5,2
2015,1475.26426,1,1,1,4,5,5
2015,1641.59839,1,1,2,1,6,2
2015,411.55831,1,2,2,2,6,4
2015,1212.34402,2,3,2,3,8,1
2015,1130.3733,2,1,2,1,7,4
2015,1737.8668899999998,2,1,2,1,6,2
2015,3837.96618,2,1,2,1,4,1
2015,4016.05048,1,1,1,4,6,1
2015,4625.08374,1,1,1,4,1,1
2015,5998.14604,2,1,2,1,3,1
2015,3121.08914,2,1,2,1,6,2
2015,1509.29963,1,1,2,1,7,2
2015,2948.89996,2,1,2,1,8,4
2015,3560.8122399999997,1,1,2,1,5,2
2015,1613.79733,1,1,2,1,5,1
2015,1501.0815,2,1,2,1,7,2
2015,37571.8869,1,1,2,1,1,1
2015,15719.8109,2,3,2,3,6,4
2015,1526.98975,2,1,2,1,5,4
2015,1685.77148,1,1,2,1,4,1
2015,890.0898699999999,2,2,2,2,3,1
2015,890.0898699999999,2,2,2,2,4,4
2015,531.2972599999999,2,1,2,1,1,1
2015,716.92092,2,1,2,1,3,2
2015,652.90207,2,2,2,2,4,1
2015,596.36813,1,1,1,4,2,1
2015,819.21575,2,2,2,2,2,1
2015,351.95819,2,3,2,3,8,3
2015,1170.01161,1,2,2,2,6,1
2015,3107.1656,1,1,2,1,6,4
2015,3945.49005,1,1,2,1,4,1
2015,28860.8057,2,1,2,1,7,2
2015,2260.54315,2,1,2,1,4,1
2015,4036.56283,1,1,2,1,5,4
2015,2613.40011,1,1,2,1,8,2
2015,2992.22774,2,1,2,1,5,1
2015,3335.19966,1,1,2,1,6,2
2015,1720.1593100000002,1,1,2,1,5,2
2015,2587.47195,2,1,2,1,7,2
2015,2587.47195,2,1,2,1,7,2
2015,4868.99843,1,1,2,1,2,1
2015,4510.01905,2,1,2,1,2,1
2015,1738.3904100000002,2,1,2,1,4,1
2015,3438.5608399999996,1,1,2,1,7,2
2015,3288.49765,1,1,1,4,5,4
2015,3288.49765,1,1,1,4,5,4
2015,1170.2616699999999,2,3,2,3,6,4
2015,1170.2616699999999,2,3,2,3,6,4
2015,1170.2616699999999,2,3,2,3,6,4
2015,1170.2616699999999,2,3,2,3,6,4
2015,447.73215,1,1,1,4,6,5
2015,2673.85684,2,1,2,1,5,1
2015,3741.30926,2,1,2,1,3,1
2015,2477.66065,2,1,2,1,6,5
2015,4202.67841,1,3,2,3,6,2
2015,3001.49798,2,1,1,4,6,2
2015,3032.8109999999997,1,1,1,4,6,2
2015,6418.13059,2,1,2,1,2,1
2015,1603.89455,2,1,2,1,6,1
2015,2705.1475800000003,1,1,2,1,7,4
2015,3842.06471,1,1,2,1,5,2
2015,4997.6126,1,1,1,4,5,1
2015,1239.86246,1,1,2,1,8,2
2015,2874.3447899999996,2,1,2,1,7,2
2015,4361.61491,1,2,2,2,6,1
2015,2925.1588899999997,2,1,2,1,7,4
2015,3072.01893,1,1,2,1,6,1
2015,4777.67465,2,2,2,2,1,1
2015,3342.3701899999996,1,1,2,1,7,2
2015,3724.3803799999996,2,1,2,1,6,5
2015,2670.51564,2,1,1,4,8,4
2015,3470.5692,1,1,2,1,6,2
2015,2873.97837,2,1,2,1,6,1
2015,3734.2597100000003,2,1,2,1,7,5
2015,3734.2597100000003,2,1,2,1,7,5
2015,37342.5971,2,1,2,1,7,5
2015,3773.43988,2,2,2,2,5,1
2015,2793.99449,2,1,2,1,8,2
2015,1868.9824,2,1,2,1,3,1
2015,5285.03478,2,1,1,4,1,1
2015,1599.72471,1,1,2,1,6,1
2015,1846.97073,2,2,2,2,5,5
2015,1367.4786900000001,2,3,2,3,8,3
2015,3547.0558,1,3,2,3,7,1
2015,2739.63114,2,3,2,3,8,3
2015,3312.61204,1,1,2,1,6,1
2015,3207.87395,2,1,2,1,5,1
2015,5672.00472,2,2,2,2,4,1
2015,4479.90321,2,2,2,2,5,1
2015,3503.68156,2,1,2,1,7,2
2015,4782.75255,2,1,1,4,3,1
2015,2742.91279,1,1,2,1,7,1
2015,5404.31878,2,2,2,2,4,1
2015,4867.86501,2,2,2,2,1,1
2015,3152.18545,1,1,2,1,6,2
2015,4894.70838,1,2,2,2,7,2
2015,6921.02838,2,3,2,3,1,1
2015,3065.1246100000003,2,1,2,1,6,2
2015,3065.1246100000003,2,1,2,1,6,2
2015,1942.9507399999998,2,1,2,1,4,1
2015,1942.9507399999998,2,1,2,1,4,1
2015,5307.49618,1,1,2,1,1,1
2015,3854.3961799999997,1,1,1,4,6,2
2015,1239.6806900000001,2,1,2,1,8,4
2015,1591.4792400000001,1,1,1,4,5,2
2015,3500.54937,2,1,2,1,4,2
2015,3473.9808299999995,2,1,2,1,6,1
2015,3473.9808299999995,2,1,2,1,6,1
2015,4857.5552,1,1,2,1,1,1
2015,2918.37637,2,1,2,1,6,4
2015,5371.30318,1,2,1,4,1,1
2015,5305.61262,2,2,2,2,4,1
2015,3833.19033,2,1,2,1,5,2
2015,5704.54882,1,1,2,1,5,2
2015,3904.53542,1,1,2,1,4,1
2015,4796.04472,2,1,2,1,1,1
2015,5367.06769,2,1,2,1,4,1
2015,3026.01818,1,1,2,1,7,4
2015,2942.04184,2,3,2,3,7,2
2015,3262.1358800000003,1,1,2,1,7,2
2015,3207.12015,1,1,2,1,4,1
2015,2880.62196,2,1,2,1,7,1
2015,3460.5514200000002,1,1,2,1,4,1
2015,3004.95882,2,1,2,1,7,3
2015,3125.32314,2,1,2,1,6,1
2015,3017.8051,2,1,2,1,7,5
2015,3017.8051,2,1,2,1,7,5
2015,2774.96328,1,1,2,1,7,2
2015,2806.2321,2,1,2,1,7,2
2015,3087.22717,1,1,2,1,7,1
2015,3087.22717,1,1,2,1,7,1
2015,3627.01745,2,1,2,1,6,2
2015,2907.59492,2,1,2,1,6,4
2015,3876.0739299999996,2,3,2,3,6,2
2015,3290.22003,2,1,2,1,6,4
2015,1489.6526800000001,2,1,2,1,5,4
2015,6704.00996,1,2,2,2,6,1
2015,2704.2363,1,1,2,1,7,2
2015,3734.91448,1,1,2,1,5,1
2015,3734.91448,1,1,2,1,5,1
2015,2710.04315,2,1,1,4,8,4
2015,2735.969,2,1,2,1,7,2
2015,4233.81591,2,3,2,3,5,1
2015,3195.74234,2,1,2,1,5,1
2015,3195.74234,2,1,2,1,5,1
2015,3195.74234,2,1,2,1,5,1
2015,3195.74234,2,1,2,1,5,1
2015,3857.70806,2,3,2,3,7,4
2015,4963.61501,2,3,1,4,1,1
2015,49636.1501,2,3,1,4,1,1
2015,3432.80399,2,1,2,1,6,3
2015,3040.40814,2,1,2,1,7,2
2015,3089.70369,2,1,2,1,7,4
2015,4730.21236,1,1,2,1,2,1
2015,3443.85165,2,1,2,1,6,1
2015,4245.71203,1,3,2,3,2,1
2015,2869.64917,1,1,1,4,6,2
2015,3298.85173,2,1,2,1,7,2
2015,4004.08695,2,3,2,3,4,2
2015,3396.49603,2,1,1,4,5,4
2015,3205.76903,2,1,1,4,6,2
2015,2283.22795,2,2,2,2,7,4
2015,3341.6579699999998,2,1,2,1,6,4
2015,3341.6579699999998,2,1,2,1,6,4
2015,3576.55799,1,3,2,3,3,1
2015,3601.2702799999997,1,1,1,4,3,1
2015,3734.91448,1,1,2,1,5,1
2015,3734.91448,1,1,2,1,5,1
2015,3111.663,2,1,2,1,6,2
2015,5127.9733,1,1,2,1,3,1
2015,5522.5251100000005,1,3,2,3,3,1
2015,5522.5251100000005,1,3,2,3,3,1
2015,3455.50311,1,2,2,2,5,1
2015,2879.1327,1,1,2,1,4,2
2015,2879.1327,1,1,2,1,4,2
2015,3064.76703,1,1,2,1,5,2
2015,6194.58594,1,1,2,1,2,1
2015,2987.83724,1,3,2,3,6,2
2015,4868.2103799999995,2,1,1,4,5,1
2015,3329.46719,1,1,2,1,6,2
2015,3819.4762,2,1,2,1,3,2
2015,4278.66673,2,1,2,1,4,1
2015,3558.2739799999995,2,2,2,2,5,2
2015,2951.5945,1,1,2,1,7,1
2015,3223.48007,2,3,2,3,5,2
2015,3932.45361,2,1,2,1,4,1
2015,1050.44059,2,1,2,1,5,1
2015,2646.9989100000003,2,2,2,2,5,1
2015,2646.9989100000003,2,2,2,2,5,1
2015,6615.554160000001,1,1,2,1,3,1
2015,6615.554160000001,1,1,2,1,3,1
2015,1397.59277,1,1,2,1,6,4
2015,1397.59277,1,1,2,1,6,4
2015,2075.99335,2,1,2,1,1,1
2015,3653.70091,2,2,2,2,6,5
2015,3653.70091,2,2,2,2,6,5
2015,1630.83785,1,1,1,4,4,1
2015,449.84087999999997,1,1,1,4,7,2
2015,1930.66789,2,1,2,1,7,2
2015,1976.32473,2,1,2,1,8,3
2015,4360.63255,2,3,2,3,4,2
2015,3690.5469,1,1,2,1,6,4
2015,4535.0669,2,1,1,4,2,1
2015,3513.29103,2,1,2,1,5,4
2015,3178.3584100000003,1,1,2,1,7,4
2015,3178.3584100000003,1,1,2,1,7,4
2015,3178.3584100000003,1,1,2,1,7,4
2015,3482.3527799999997,2,3,2,3,5,4
2015,3691.24762,1,1,2,1,5,4
2015,2922.47312,1,1,2,1,6,2
2015,3169.6285399999997,2,1,2,1,5,2
2015,4687.268,1,2,2,2,5,1
2015,2490.36841,2,1,2,1,5,4
2015,3092.51065,2,1,2,1,6,4
2015,3334.51067,1,1,2,1,7,4
2015,3719.1020200000003,2,1,2,1,7,4
2015,6556.65515,1,1,2,1,2,1
2015,3585.9622600000002,1,1,2,1,4,1
2015,3585.9622600000002,1,1,2,1,4,1
2015,2971.44471,2,1,2,1,7,4
2015,4367.9066,1,1,2,1,1,1
2015,2988.32976,2,1,1,4,6,2
2015,2988.32976,2,1,1,4,6,2
2015,3304.82663,1,1,1,4,6,1
2015,2729.95811,1,1,2,1,7,1
2015,5529.3163700000005,2,1,1,4,1,1
2015,2936.7429399999996,2,1,1,4,6,1
2015,3735.39705,2,1,1,4,8,3
2015,5172.01469,2,1,2,1,6,1
2015,2808.17785,2,3,2,3,8,4
2015,4625.07312,2,1,1,4,1,1
2015,3304.86463,1,1,2,1,7,2
2015,2860.60273,2,2,2,2,8,3
2015,3000.7853600000003,2,1,1,4,6,2
2015,3015.93767,2,1,2,1,7,4
2015,2693.9344899999996,2,1,1,4,7,1
2015,2693.9344899999996,2,1,1,4,7,1
2015,3207.04754,1,1,2,1,7,2
2015,5263.5159,1,1,1,4,2,1
2015,3172.93632,1,1,2,1,7,4
2015,2411.36256,2,1,1,4,8,3
2015,4630.99844,2,1,2,1,6,2
2015,3719.478,2,1,2,1,5,4
2015,3237.95032,1,1,2,1,6,1
2015,2692.16715,2,2,2,2,7,1
2015,3494.5343700000003,1,1,1,4,7,2
2015,1316.12768,2,1,2,1,7,2
2015,5764.12126,2,1,2,1,1,1
2015,1468.25154,2,1,2,1,5,1
2015,1579.08486,2,1,2,1,6,4
2015,7358.9915900000005,1,2,2,2,3,1
2015,3772.50511,2,1,2,1,3,1
2015,2730.6208,2,1,2,1,5,1
2015,2918.46015,2,1,2,1,6,4
2015,3867.8160799999996,1,1,1,4,1,1
2015,3066.99477,1,1,2,1,6,1
2015,3434.2598700000003,1,1,2,1,6,2
2015,3476.4094600000003,1,3,2,3,8,4
2015,32761.2707,2,1,1,4,6,4
2015,3933.6227200000003,1,1,2,1,5,2
2015,3933.6227200000003,1,1,2,1,5,2
2015,3933.6227200000003,1,1,2,1,5,2
2015,3933.6227200000003,1,1,2,1,5,2
2015,2195.5344,2,1,1,4,5,2
2015,2195.5344,2,1,1,4,5,2
2015,2160.09236,2,1,1,4,6,2
2015,3561.98029,2,1,1,4,2,1
2015,2476.6811199999997,2,1,1,4,1,1
2015,2160.5470800000003,2,1,1,4,6,3
2015,2160.5470800000003,2,1,1,4,6,3
2015,2160.5470800000003,2,1,1,4,6,3
2015,2160.5470800000003,2,1,1,4,6,3
2015,1435.05072,2,2,2,2,6,88
2015,1374.03175,2,1,2,1,5,2
2015,2436.8574399999998,2,1,2,1,2,1
2015,1506.95784,2,2,2,2,4,1
2015,1000.6253300000001,2,3,2,3,4,1
2015,1087.61917,2,3,2,3,8,2
2015,934.37582,2,1,2,1,5,5
2015,1785.4088600000002,2,1,2,1,2,1
2015,418.56916,1,2,2,2,7,3
2015,742.50718,1,3,2,3,7,2
2015,3097.79339,2,2,2,2,3,1
2015,3097.79339,2,2,2,2,3,1
2015,421.04894,2,1,2,1,3,1
2015,421.04894,2,1,2,1,3,1
2015,421.04894,2,1,2,1,3,1
2015,421.04894,2,1,2,1,3,1
2015,3068.06114,1,1,1,4,1,1
2015,2098.34081,2,1,2,1,4,1
2015,2098.34081,2,1,2,1,4,1
2015,21696.03688,2,1,2,1,8,4
2015,1555.16505,2,1,2,1,7,2
2015,1872.18879,2,1,2,1,8,3
2015,3264.4133899999997,1,1,2,1,8,2
2015,2077.96756,2,1,2,1,3,1
2015,4882.3505399999995,2,1,2,1,6,3
2015,977.9453699999999,2,1,2,1,6,5
2015,3133.56732,1,1,2,1,7,5
2015,3133.56732,1,1,2,1,7,5
2015,3133.56732,1,1,2,1,7,5
2015,2125.3349,1,1,2,1,7,1
2015,4065.16536,1,1,2,1,6,2
2015,3723.61621,1,1,1,4,6,1
2015,6430.81756,1,1,2,1,4,1
2015,4810.15014,2,1,1,4,1,1
2015,3076.12164,1,1,2,1,7,2
2015,4406.382610000001,2,2,2,2,7,1
2015,6110.22761,1,1,1,4,4,1
2015,2952.36593,2,1,2,1,6,5
2015,2886.22256,1,1,2,1,7,1
2015,3544.6799200000005,1,1,2,1,6,4
2015,3544.6799200000005,1,1,2,1,6,4
2015,5045.13882,2,1,2,1,5,4
2015,3600.0929899999996,2,1,2,1,5,2
2015,1656.14731,1,1,2,1,6,2
2015,1656.14731,1,1,2,1,6,2
2015,3282.83049,1,1,2,1,7,4
2015,3282.83049,1,1,2,1,7,4
2015,4284.40881,1,2,2,2,6,1
2015,2841.52294,2,1,2,1,3,1
2015,2124.34157,1,3,2,3,5,1
2015,2124.34157,1,3,2,3,5,1
2015,1224.9304,2,1,1,4,5,5
2015,1224.9304,2,1,1,4,5,5
2015,1224.9304,2,1,1,4,5,5
2015,1224.9304,2,1,1,4,5,5
2015,1224.9304,2,1,1,4,5,5
2015,1224.9304,2,1,1,4,5,5
2015,1224.9304,2,1,1,4,5,5
2015,1369.88102,1,1,2,1,5,5
2015,1641.7578800000001,1,1,2,1,7,4
2015,1641.7578800000001,1,1,2,1,7,4
2015,811.41825,2,1,1,4,6,2
2015,827.09704,2,2,2,2,6,1
2015,20085.3947,2,1,2,1,4,1
2015,2100.6482899999996,1,1,2,1,6,4
2015,2476.05824,1,2,2,2,3,1
2015,3420.3498200000004,1,1,1,4,5,2
2015,3417.2439600000002,1,3,2,3,6,2
2015,2986.56601,2,1,2,1,7,2
2015,2596.59683,2,3,1,4,4,2
2015,3237.25997,2,1,2,1,5,5
2015,27010.4079,1,1,2,1,2,1
2015,2876.3317899999997,1,1,2,1,6,2
2015,3207.81462,2,1,2,1,7,1
2015,1893.5749600000001,1,1,2,1,6,5
2015,1424.74525,2,1,1,4,6,2
2015,902.66859,2,2,2,2,8,4
2015,656.85935,1,1,2,1,1,1
2015,454.8975,2,1,2,1,5,5
2015,746.69935,1,1,2,1,5,1
2015,880.2283,2,1,2,1,6,2
2015,880.2283,2,1,2,1,6,2
2015,880.2283,2,1,2,1,6,2
2015,2348.2672199999997,2,1,2,1,4,1
2015,5871.3772,2,1,2,1,4,2
2015,949.6436,2,1,2,1,4,1
2015,2910.9982,1,1,2,1,7,2
2015,17168.52144,2,3,1,4,6,3
2015,4533.18296,2,2,2,2,7,4
2015,4533.18296,2,2,2,2,7,4
2015,4533.18296,2,2,2,2,7,4
2015,4533.18296,2,2,2,2,7,4
2015,4533.18296,2,2,2,2,7,4
2015,4533.18296,2,2,2,2,7,4
2015,4533.18296,2,2,2,2,7,4
2015,27199.097760000004,2,2,2,2,7,4
2015,3514.65027,1,1,2,1,4,1
2015,2776.19904,2,1,2,1,6,2
2015,2676.77261,2,1,2,1,7,2
2015,4095.90387,1,1,1,4,5,1
2015,2631.64329,2,3,2,3,2,1
2015,2631.64329,2,3,2,3,2,1
2015,2631.64329,2,3,2,3,2,1
2015,2631.64329,2,3,2,3,2,1
2015,1599.48922,1,2,2,2,5,1
2015,1737.8000100000002,2,2,2,2,6,1
2015,1045.6925199999998,1,1,2,1,6,2
2015,2459.54205,1,1,2,1,4,1
2015,1331.27515,1,2,2,2,4,1
2015,1135.55278,1,1,2,1,6,2
2015,604.56165,1,2,2,2,7,2
2015,13249.8051,1,3,2,3,5,4
2015,2369.6770899999997,1,1,1,4,1,1
2015,3419.80579,2,1,2,1,6,2
2015,2213.98752,2,1,1,4,6,2
2015,2732.52698,1,1,1,4,7,2
2015,1964.2339600000003,1,1,1,4,6,1
2015,6023.8266,2,1,2,1,7,2
2015,1466.46765,2,2,2,2,5,2
2015,1832.38748,2,1,2,1,4,1
2015,750.66449,1,2,2,2,6,2
2015,26971.9467,1,2,2,2,2,1
2015,82.6425,2,2,2,2,3,1
2015,82.78099,2,1,2,1,3,1
2015,128.41541999999998,1,2,2,2,7,1
2015,128.41541999999998,1,2,2,2,7,1
2015,1718.6889600000002,1,1,2,1,8,2
2015,1159.89255,2,1,2,1,6,2
2015,2775.19725,2,1,2,1,5,4
2015,618.51897,1,1,2,1,6,2
2015,618.51897,1,1,2,1,6,2
2015,1271.97291,1,1,2,1,5,1
2015,416.67466,1,1,2,1,7,2
2015,682.8055400000001,2,2,2,2,6,1
2015,2835.3193,2,1,1,4,6,1
2015,3257.04603,1,1,2,1,7,2
2015,4331.60524,2,2,2,2,5,1
2015,3204.09917,1,3,2,3,7,2
2015,3035.81331,2,1,2,1,7,1
2015,2475.85906,2,1,2,1,8,2
2015,3416.3191,2,2,2,2,7,4
2015,2936.74007,2,1,2,1,6,2
2015,2936.74007,2,1,2,1,6,2
2015,6230.411279999999,1,1,2,1,3,1
2015,3148.20297,2,1,2,1,7,5
2015,3148.20297,2,1,2,1,7,5
2015,163.49277,2,1,2,1,3,1
2015,163.49277,2,1,2,1,3,1
2015,163.49277,2,1,2,1,3,1
2015,995.7614599999999,1,1,2,1,7,4
2015,3156.21416,2,3,2,3,5,1
2015,3453.2496899999996,1,1,2,1,4,1
2015,1821.7956600000002,1,1,2,1,6,2
2015,14532.443490000001,2,1,1,4,1,1
2015,3728.81691,2,2,2,2,6,1
2015,2907.82417,2,1,2,1,7,3
2015,2654.5918100000004,2,1,2,1,8,2
2015,3771.3925200000003,1,1,2,1,6,4
2015,3022.43436,2,1,2,1,7,3
2015,6658.73154,2,1,2,1,4,1
2015,6658.73154,2,1,2,1,4,1
2015,6658.73154,2,1,2,1,4,1
2015,6658.73154,2,1,2,1,4,1
2015,6824.05717,2,2,2,2,3,1
2015,6824.05717,2,2,2,2,3,1
2015,4943.40448,1,1,2,1,4,1
2015,2539.0770399999997,2,1,1,4,8,3
2015,3531.2274,2,1,2,1,6,5
2015,1465.8301800000002,1,1,2,1,7,4
2015,1811.3195699999999,2,1,1,4,6,1
2015,1843.88948,1,1,1,4,5,1
2015,891.87041,1,1,2,1,5,2
2015,1913.29458,2,2,2,2,5,1
2015,1957.40406,1,3,2,3,5,2
2015,1697.59138,2,1,2,1,5,2
2015,1692.38856,2,3,2,3,6,2
2015,1626.00406,1,1,1,4,7,2
2015,1902.82941,1,1,2,1,1,1
2015,3368.5582,1,1,1,4,4,1
2015,2833.3771,1,1,2,1,5,1
2015,1630.97685,1,3,2,3,4,1
2015,18656.9848,2,2,2,2,6,4
2015,420.08187000000004,2,1,2,1,5,2
2015,2489.4593800000002,2,1,2,1,6,5
2015,2489.4593800000002,2,1,2,1,6,5
2015,3095.10468,1,1,2,1,6,4
2015,3008.67009,2,1,2,1,6,4
2015,7379.8182,2,2,2,2,4,1
2015,3342.05599,2,3,2,3,5,1
2015,3605.44449,1,1,2,1,6,4
2015,3605.44449,1,1,2,1,6,4
2015,3605.44449,1,1,2,1,6,4
2015,3605.44449,1,1,2,1,6,4
2015,6157.021720000001,1,1,2,1,4,1
2015,1827.77141,2,1,2,1,6,2
2015,4809.58607,2,1,2,1,4,1
2015,55107.8008,2,1,2,1,1,1
2015,2859.10529,2,1,2,1,7,4
2015,4970.97016,1,3,2,3,5,1
2015,2588.12513,2,1,2,1,7,4
2015,3242.16043,1,1,2,1,6,2
2015,3308.25209,1,1,1,4,6,2
2015,4637.1292,2,2,2,2,4,1
2015,3219.86165,2,1,2,1,6,1
2015,3219.86165,2,1,2,1,6,1
2015,3540.9924,2,1,2,1,5,1
2015,3669.32207,2,2,2,2,6,4
2015,3008.62566,2,2,2,2,6,4
2015,4665.13231,1,1,1,4,5,2
2015,2998.6084100000003,1,1,2,1,6,2
2015,2998.6084100000003,1,1,2,1,6,2
2015,3593.6969700000004,1,1,2,1,7,5
2015,5792.55638,1,1,2,1,1,1
2015,3529.4399399999998,1,1,2,1,8,2
2015,4719.6480200000005,2,3,2,3,1,1
2015,4719.6480200000005,2,3,2,3,1,1
2015,2572.4766,2,1,2,1,7,5
2015,5253.84041,2,1,2,1,1,1
2015,3423.78046,2,1,1,4,6,2
2015,3423.78046,2,1,1,4,6,2
2015,2983.03212,2,1,2,1,7,4
2015,2983.03212,2,1,2,1,7,4
2015,2983.03212,2,1,2,1,7,4
2015,2983.03212,2,1,2,1,7,4
2015,951.68472,1,3,2,3,5,2
2015,951.68472,1,3,2,3,5,2
2015,951.68472,1,3,2,3,5,2
2015,951.68472,1,3,2,3,5,2
2015,107.99753999999999,2,1,2,1,3,1
2015,562.6804099999999,2,1,2,1,6,2
2015,622.11655,2,1,2,1,4,1
2015,460.99659,2,1,2,1,8,3
2015,460.99659,2,1,2,1,8,3
2015,1822.74037,2,1,2,1,6,1
2015,150.89497,2,3,2,3,2,1
2015,560.3310799999999,2,1,2,1,7,4
2015,957.19219,1,1,2,1,6,1
2015,937.63869,1,1,2,1,5,1
2015,5963.11055,2,1,2,1,5,1
2015,3213.57634,2,1,2,1,6,2
2015,3734.0233200000002,1,1,2,1,5,4
2015,476.73399000000006,2,1,2,1,7,2
2015,4824.4984,1,3,2,3,5,2
2015,677.53426,2,1,2,1,5,1
2015,1842.55266,1,1,2,1,6,2
2015,1821.3946899999999,2,1,2,1,5,1
2015,1821.3946899999999,2,1,2,1,5,1
2015,1821.3946899999999,2,1,2,1,5,1
2015,511.25454,2,2,2,2,5,1
2015,639.55458,1,1,2,1,1,1
2015,459.92725,1,1,2,1,6,4
2015,4571.71367,1,1,2,1,5,1
2015,4714.90804,1,1,2,1,2,1
2015,3093.65154,1,2,2,2,6,2
2015,3093.65154,1,2,2,2,6,2
2015,3197.23937,1,2,2,2,7,4
2015,4583.71605,1,2,2,2,5,1
2015,3629.6700100000003,1,1,2,1,5,1
2015,6029.89386,1,2,2,2,5,1
2015,3193.08762,1,1,2,1,7,2
2015,3340.7808800000003,2,1,2,1,5,1
2015,3039.36616,2,1,2,1,7,4
2015,4015.77075,2,2,2,2,6,1
2015,3283.90089,1,1,2,1,6,4
2015,3327.72175,1,1,2,1,7,2
2015,3775.54283,2,1,2,1,5,1
2015,4358.35961,2,1,1,4,6,1
2015,3402.39656,2,1,1,4,4,1
2015,3363.17485,1,1,2,1,5,1
2015,3363.17485,1,1,2,1,5,1
2015,3363.17485,1,1,2,1,5,1
2015,3363.17485,1,1,2,1,5,1
2015,3468.39144,1,3,1,4,6,2
2015,3149.6810100000002,2,3,1,4,6,2
2015,3361.3191899999997,2,1,2,1,7,3
2015,30180.0982,2,1,2,1,7,1
2015,3390.64537,1,1,2,1,6,5
2015,3628.4256,2,2,2,2,6,4
2015,3628.4256,2,2,2,2,6,4
2015,3628.4256,2,2,2,2,6,4
2015,724.9775099999999,2,1,2,1,3,1
2015,1621.7372,1,3,2,3,4,1
2015,433.72964,2,1,2,1,6,1
2015,2069.23792,2,2,2,2,6,1
2015,4537.570070000001,2,1,2,1,5,2
2015,2702.02882,1,2,2,2,4,1
2015,1863.87437,2,1,2,1,8,3
2015,879.21685,1,2,2,2,8,4
2015,3040.66073,2,1,2,1,8,3
2015,3040.66073,2,1,2,1,8,3
2015,3123.29167,2,1,2,1,7,1
2015,3364.52725,1,1,2,1,7,4
2015,5926.64593,2,1,2,1,3,1
2015,3569.3682700000004,1,1,2,1,7,1
2015,3479.9271,2,1,2,1,7,4
2015,2770.7892699999998,2,1,2,1,6,4
2015,2770.7892699999998,2,1,2,1,6,4
2015,7371.94275,2,2,2,2,4,88
2015,1621.51297,1,1,2,1,7,2
2015,3196.34072,2,1,2,1,6,1
2015,3196.34072,2,1,2,1,6,1
2015,3196.34072,2,1,2,1,6,1
2015,3196.34072,2,1,2,1,6,1
2015,3908.2010600000003,2,3,2,3,5,1
2015,3908.2010600000003,2,3,2,3,5,1
2015,3908.2010600000003,2,3,2,3,5,1
2015,3197.46165,2,1,1,4,6,1
2015,3436.53449,1,1,2,1,6,2
2015,3648.5487399999997,1,1,2,1,6,2
2015,4425.93779,1,1,2,1,7,1
2015,5679.592970000001,2,1,2,1,2,1
2015,5679.592970000001,2,1,2,1,2,1
2015,3229.4473199999998,2,2,2,2,6,2
2015,3673.73013,1,1,1,4,6,2
2015,3193.96561,1,1,2,1,7,4
2015,3652.5188200000002,2,1,2,1,6,4
2015,3532.9626700000003,1,1,1,4,6,1
2015,2385.5958,2,1,2,1,4,2
2015,4521.28322,1,2,2,2,6,1
2015,2723.05124,1,1,1,4,5,4
2015,3514.24099,1,1,2,1,1,1
2015,3749.6271899999997,1,1,1,4,5,4
2015,709.51363,2,2,2,2,5,1
2015,709.51363,2,2,2,2,5,1
2015,709.51363,2,2,2,2,5,1
2015,709.51363,2,2,2,2,5,1
